language,extracted,enough information,target,ChatGPT,ChatGPT target,ChatGPT mistaken,disrepancy,comment
Pilagá," The foilowing are examples of questioned elements, either of the subject or of the
predicate- Notice that the specific Instrumental (206), ComitativeIlk), and Locative (10f)
are cross-refmced in the verb when questioned
(a) me-ga' n-set da' qad-potanek
QUEST-CL setB.3dare CL Poss. l -guardian
'Who dares to be our guardian?' (SUBJ)
 @) t'e~ n a t
 QUEST set A.3-say
'What did he say?' (OBJ)
(C)me-ga*awa-pyag-ek M'lapat
 QUEST-CL setk2-art-DIRoutwards CL meat
'Whatdo you cut meat with?' (INSTR)
 (d) naei2aqa-ga' ganamt p' m-pyag-awn-na
 QUEST-CL knife CL setk2-art-VaI-ZNSTR
'Which knife did you cut it (e.g., the meat) with?' (INSTR)
 (e) nae-so'so' ad-kia-wa da' a-e-yi&&
 QUEST-CL CL Poss.2sg-hdand-NCI CL -2-go-DIRriver
 'Who did you go to the river with?' (COMT)
(f)naeawdiyow-ge'
QUEST se~k2descend,come£iom -DIR.thither
'Where do you come fkom?(LOC)
 A non verbal predicate can be questioned as well:
(a) &qa-ga*l-namt na*n-10'
 QUEST-CL Poss.3-name CL hdef Poss-day
 'What day is it today?' (Lit., what is the name of today's day?)
 Peripheral, non-argument interrogatives, i.e., those where the questioned constituent
requires an aaswer which is the fbnctiond equivalent of a purpose clause or a time
adverbial, are done in the same way:
(a) V*aw-etakeyi-mena
 QUEST d 2 - w a n t Poss.l -money
 'Why do you want my money?' (PURPOSE)
(b) t 'e-na' da' degesa' da' ad-oata-narak
QUEST-CL CL a lot CL Poss.2-work-NMLZ
 'Why do you work so much?' &it, 'Why your work is so much?') (PURPOSE)
(c) nae-ga'04' so' ad-qaya
 QUEST-CL setB.3-come CL Poss.2-brother
 'When is your brother coming?' (TTME)
Simple yes-no interrogative sentaces are similar to information questions in tems
of word order. The QUEST word, however, is selected from any of the following set:
-
qoii' & c -H . Interestingly, these question words do not have a classifier attached to
them
(a) qoli'w'oga' ad-petanamt
QUEST EXIST CL Poss.2-food, nourish
'Do you have your food?' (=something for you to eat)
@) ho'qaya'te' aw-la-pega
QUEST EXIST ~etB.2-see-ASP
'Did you see anything'? (Lit., 'Is there anything you see?')
(C)V' nadot'-at
QUEST setB.3-be sincere, lack-REC~
'Do you have relatives?'
(d) qo' an-kod..-y-..e-l'at
QUEST setB.2-pour-PL-REFL
'Did you help yourselves?'
(e) 90' macs sa-an-kod(i)-yi-yi
QUEST yet NEG-setB.3-pour-PL- ASP
'Didn't you help younelves yet?'
(f) qo'so' aw-ke'e
QUEST CL setG2-eaC feed
'Did you eat already?'
(g) qo' a-maCiya
QUEST -2-h=
'Do you hear?'
01)W' keda ga' aw-Eiyoro-ge'
 QUEST far CL d 2 4 e s c e o d , come fiosn-DIRWer
'Do you come from Ear away?'
 10.4 C o m o d v e s and Equationid Sentences
Comparison and degree of quality are expressed by juxtaposed constructions in the
foilowing way: the Grst term of comparison comes first, with the adjective right
following it; after these two o c m the second term of comparison The comparative
term is aut'am which means 'to be Wt&esame as'; the comparative of inequality is
sa-ena'am which carries the negative prefix yl- and means 'not to be likehot the same
as'. Comparison is, therefore, done by conerasting phases within the same sentence.
 (a) Cacho logeda-ik sa-a-ena'amMarcelo
prop.name tall-masc NEG-setA.3-be.like prop name
'Cacho is taller than Marcelo.' (Lit., 'Cacho is tall; MarceIo is not like him.')
 (b) Emesto logeda-ik wna'am Leo
prop.name tall-masc setA3-be.like prop-name
 'Ernest0 is as tall as Leo.' (Lit. 'Ernesto is ta&Leo is like him.')
 (c) Ernestoyap'ota sa-a-aa'amNeike
prop.name thin NEG--3-be-like prop.oame
 'Emesto is thinner than Neike.' (Lit. 'Ernesto is thin; Neike is not like him. ')
(d) Tito poyolek sa-a-ma'am da' Ernesto
prop .name short NEG-setA3-be-like CL prop-name
 'Tito is shorter than Ernesto.' (Tio is short; Emesto is not like him')
Interestingly. when the two entities under comparison are expressed by
proa0un.s rather than by nouos, the negative B-aaaches to the second pronoun,
not to the verb form ena'am The negative prefix occurs between the adjective or
the property being compared and the second term of comparison,which the
negative prefix attaches to. The comparative ='am comes at the end of the
clause.
 (a) hayem tr\dafk saamsaa'am
 PRO.l sg bigNEG-PR0.2sg setA l -be like
 'I am bigger (in size) than you.' (Lit.,'I am big; You are not like me.')
 (b) ha-m'e tadaiqa sa- am'i8-en8'am
 CL-dern big-PL NEG-PR0.2pi d 3 - b e like
'They are bigger than you @l.).' (Lit., 'They are big; you ail are not like them')
Comparing degrees of a quality involves an adjective that indicates 'degree of
quality'. modifying a noun which, in turn addresses the f-ebeing compared (16a-b).
(a) Julia sal& l a w Dominga
 Julia small waist Dominga
 'Julia (has) a smaller waist than Dominga'
(b) Julia tadaik lafai?ik Dominga
Juliabig waist Dominga
 'Julia (has) a bigger waist than Dominga'
Notice that in (17) there is no adjective; just the noun denoting the feature being
compared, i.e., iaEaaik and the verb form ena'am which occurs before the noun
(a) Jdia a-ena'amlaikdc Dominga
 Julia setA.3-be like waist Dominga
'Julia has the same waist as Dominga.' (Lit., 'Julia's waist is as Dominga's.')
Notes
Used in the expression wetab t'an'o nalaepa ""poor guy!""
Apparently, the same situation is found in Toba (C. Messineo, p.c) which uses weto'ot
to indicate either location or possession (e-g,R o d d o weto'ot na a('Lit., Romualdo
is under the shove'= 'Romualdo has a shove'). I thank Cristina Messinem for this
example.
",1,Question particle,"Based on the given paragraph, the language described in the grammar forms polar questions using ""Question particle"" strategy since it uses question words like ""qoli'"" and ""qo'"" to indicate the beginning of a question.",Question particle,0,0,
Pilagá,"Frequently the
same sequence of morphemes are utilized to express a
 statement, a command, and a question.",0,Question particle,"Based on the given information, it seems that ""Not enough information"" is the most appropriate option. The paragraph describes the usage of the same sequence of morphemes to express a statement, a command, and a question. However, there is no specific mention of any strategy that the language utilizes for forming polar questions. Without further information, it is difficult to determine which strategy for forming polar questions is used in the language described.",Not enough information,0,0,type of questions not clear
Pilagá,"For example:
Which girl went yesterday?
neget 'akahek sikayt
1. neget= question word- what,' which
2.'aka =pronoun - she (not present)
Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.
",0,Question particle,"Based on the given paragraph, the language described in the grammar appears to have the strategy of forming polar questions through the use of a question particle (the word ""neget"" in this case). Therefore, the correct option would be ""Question particle"".",Question particle,0,0,content questions
Pilagá," The possessive prefix^
 indicates the possessor of the noun in questions (chapter 9).
",0,Question particle,Not enough information is given in the provided paragraph to determine which strategy of forming polar questions the language described in the grammar has.,Not enough information,0,0,type of questions not clear
Pilagá,"Thus, for example,
 a rising contour is placed on the final segments of a
 sentence to indicate a question rather than a statement. A
 declarative sentence can be identified by a level contour
 and an imperative is indicated by a rising pitchwhich
 drops on the stressed syllable.
",0,Question particle,"Based on the given paragraph, the language described in the grammar uses the strategy of ""Interrogative intonation only"" to form polar questions. This means that forming a question in this language relies solely on using a rising pitch on the final segments of a sentence, rather than specific question particles or interrogative verb morphology.",Interrogative intonation only,1,0,type of questions not clear
Pilagá," 46. to'okoadverb = other thing
(occurs only with
 question neget)
47.sanegativizer of verb =
 no
48.third person plural
 possessive prefix =
 his, her, its
 (see 9«3*1.3)
49. wa verb root = know, be
 acquainted, with
(see 5*3)
50, asingular object verb
 suffix = him, her, it
 one
 (see 7.7.1)
Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.
",0,Question particle,"Based on the provided paragraph from the descriptive grammar, there is ""Not enough information"" to determine which strategy of forming polar questions the language described in the grammar has.",Not enough information,0,0,
Yurok,"“Which salmon do you want?”JJ 2007 (LC)
Literally, this sentence means something like “Which is the salmon that you want?”
 Key topics in §14: yes–no questions; content questions asking “what?”, “who?”, “when?”, etc.
",0,Question particle,"Based on the information provided in the given paragraph, the language described in the grammar doesn't seem to have enough information on the strategy of forming polar questions. No explicit mention of any of the four options is made in the paragraph.",Not enough information,0,0,polar questions
Yurok,"“You can’t go watch it.” GT 2003 (YLCB)
 Key topics in §13: neenee “around”; nue “go and do it”; future keetue and kue
 Not covered: comparative neenee; other motion expressions
— 55 —
 Basic Yurok grammar §14 | November 2010
14 Questions
Questions are of two types:
• In a – question, the expected answer to the
 question is “yes” or “no”. For example, in English Will
 you help me?, the likely answers are either “yes” or “no”
 (or some expansion or equivalent).
",0,Question particle,"Based on the information provided in the paragraph, it is not clear which strategy of forming polar questions the language described in the grammar have. Therefore, the answer is ""Not enough information"".",Not enough information,0,0,polar questions
Yurok,"• In a  question, the range of likely answers is
 much broader. For example, in English Who will help
 me?, there is a range of possible answers (“Alice”, “Bill”,
 “Charlie”, “Donna”, etc.).
In many languages, yes–no questions and content questions
are formed in diﬀerent ways. In English, for example, con-
tent questions use a word such as where?, what?, why?, etc.,
while yes–no questions are formed by changing word order:
Can you hear me? Yurok too has two diﬀerent methods for
forming the two types of questions.
14.1Yes–no questions Figure 7: Alice Spott in 1907
Yes–no questions are formed using the question particle hes,
positioned either at the end of the sentence (this is less common) or (more often) after the ﬁrst word or
phrase of the sentence. The examples below are divided into two groups: neutral questions, where the
answer might be “yes” or “no” (there is no expected answer) and questions expecting a negative answer,
where the expected answer is “no”.
14.1.1 Neutral yes–no questions
The most common position for hes is immediately after the ﬁrst word of the sentence, as in (86).
(86)Questions with hes after the ﬁrst word
a. Kel’ hes keech cherhkwerm’?
",1,Question particle,"The language described in the grammar has ""Question particle"" strategy for forming polar questions (yes-no questions) as it mentions the use of the question particle ""hes"" positioned after the first word or phrase of the sentence.",Question particle,0,0,
Yurok,"— 57 —
 Basic Yurok grammar §14 | November 2010
14.2 Content questions
Unlike yes–no questions, content questions seek a more open-ended answer to questions like “who?”,
“when?”, “where?”, etc. They can be classiﬁed according to the type of information they seek, and also
according to their form. In Yurok, content questions are formed using one of the question words tee’now,
tee’neesho, and kues. Among these, kues is the most ﬂexible.
14.2.1Who? What?
Questions that ask “who?”, as in (90), use the question word tee’now.
(90) a. Tee’now puen’?
",0,Question particle,"The paragraph describes content questions in Yurok, but does not explicitly mention how polar questions (yes-no questions) are formed in the language. Therefore, the answer is ""Not enough information"".",Not enough information,0,0,"content questions, mentions polar questions"
Yurok," 52
14 Questions56
 14.1 Yes–no questions . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",0,Question particle,"Based on the given paragraph, it is not possible to determine the strategy of forming polar questions for the language described in the grammar. The paragraph only provides a section title for yes-no questions and does not provide information on the specific strategy used by the language to form polar questions. Therefore, the correct answer is ""Not enough information"".",Not enough information,0,0,polar questions
Cocama,"Interrogative sentences
Interrogative clauses are typically used for eliciting information. The language
has two types of questions: polar questions and content questions. Polar questions are
created by means of the second position clitic =tipa plus a word order alternation.
Information questions are formed by means of interrogative pronouns.
",1,Question particle,"The language described in the grammar creates polar questions by means of the second position clitic =tipa plus a word order alternation. Therefore, the correct answer is ""Question particle"".",Question particle,0,0,
Cocama,"2SG daughterknow speakKokama
„Does your daughter know how to speak Kokama? (ED)
(114) a. ikua „(Yes, she) knows‟ (ED)
 know
b. ikuakumitsa„(Yes, she) knows (how) to speak‟ (ED)
know speak
c. ikua ya=kumitsa „(Yes), she knows (how) to speak‟ (ED)
know3SG.F=speak
 542
A negative answer to the same question in (113), would include minimally the
negative marker tɨma (115a), tɨma plus the subject and the main verb (115b), and finally
tɨma plus the subject and both verbs (115c). Note that just tɨma plus the main verb is
rejected (115d), as is an answer with ni (115e).
(115) a. tɨma„No‟ (ED)
NEG
b. tɨma y=ikua „She doesn‟t know‟ (ED)
NEG 3SG.F=know
c. tɨma y=ikuakumitsa„She doesn‟t (know) to speak (Kokama)‟
 NEG 3SG.F=know speak
d. *tɨma ikua
e. *ni
Recall that in some questions, the piece of information under interrogation is not
the entire clause, but a portion of it. For example, in (116a), cited earlier as (109b),
where the piece under interrogation is „already come back,‟ the positive answer cannot
be the main verb alone (116b).
(116) a. ta rimariru ay iriw=uy?
",0,Question particle,"Based on the given paragraph, the language described in the grammar has the ""Interrogative intonation only"" strategy of forming polar questions.",Interrogative intonation only,1,0,polar questions
